LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
Rua Maria de Lourdes (Ch Três Meninas),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-283
Rua Miraporanga,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-450
Rua Morada do Sol (Jardim Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-601
Rua Nossa Senhora da Paz (Jd Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-558
Avenida Nossa Senhora de Guadalupe,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-130
Rua Padre Cristóvão Valente,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-340
Rua Palmeira-Imperial,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-690
Rua Patrícia Galvão,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-320
Rua Pedro de Sousa Portugal,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-640
Rua Peruna,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08371-170
Rua Piauí (Jd Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-554
Rua Pilar do Sul,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-600
Rua Pindaré,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08371-250
Avenida Professor Osvaldo de Oliveira,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-280
Rua Raiz Amarela,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-500
Rua Recife (Jd Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-551
Rua Rio da Lagoa,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-440
Rua Rosa Rubra,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-720
Rua Roseira,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-070
Rua Pilar do Sul 50,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-970
Rua Sabiá-Laranjeira,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-160
Rua Salvador Fernandes Cardia,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-170
Rua Santa Edith,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-400
Rua Santa Efigênia (Ch Três Meninas),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-282
Rua Santa Helena (Jd Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-559
Rua Santa Rita da Estrela,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-318
Rua Santa Rosa da Serra,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-670
Rua Sebastião de Barros,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-240
Rua Serafim dos Anjos,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-350
Rua Shiono Katayama,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-081
Rua Silvestre da Silva,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-380
Rua Simão Cerqueira,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08371-240
Rua Sodré de Aragão,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-550
Travessa Sudão,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-435
Rua Suçuarana,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-130
Rua São Brás do Suaçuí,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-290
Rua São João Batista dos Passos,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-420
Rua São Marçal,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-030
Rua Sílvio Marques Júnior,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-210
Rua Taubiú,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08371-165
Rua Tetiximira,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-210
Rua Tinguaçu,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-400
Rua Tomé Málio,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-290
Rua Tucunaré,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-360
Rua Tujumirim,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-180
Rua Veiga Bueno,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08420-050
Rua Vista Alegre,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08421-141
Rua Vitória (Jd Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-555
Travessa da Leveza,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08371-220
Rua das Andorinhas (Jardim Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-606
Rua das Cactáceas,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-560
Praça das Campainhas,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08081-185
Rua das Flores (Jardim Arizona),Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-605
Travessa do Passeio,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08371-230
Rua dos Cajus,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-710
Rua dos Girassóis,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-650
Rua dos Mururés,Jardim Helena,"São Paulo, SP","Jardim Helena, São Paulo, SP",08090-580
Rua Afonso Ferreira,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-050
Rua Antônio Bento,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01432-000
Rua Antônio Figueiroa,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-050
Rua Artur Frazão,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-030
Avenida Brigadeiro Luís Antônio 2375 Loja 11,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-970
Avenida Brigadeiro Luís Antônio 3264,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-971
Avenida Brigadeiro Luís Antônio 3371,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-971
Avenida Brigadeiro Luís Antônio 3371,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-999
Rua Batataes,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-010
Rua Batataes 333,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-901
Rua Batataes 349,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-902
Rua Batataes 507,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-903
Rua Bento de Andrade - até 261 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-010
Rua Bento de Andrade - até 380 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-000
Rua Bento de Andrade - de 263 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-011
Rua Bento de Andrade - de 382 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-001
Avenida Brigadeiro Luís Antônio - de 2252 a 3198 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-000
Avenida Brigadeiro Luís Antônio - de 2253 a 3139 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-000
Avenida Brigadeiro Luís Antônio - de 3141 a 3999 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-001
Avenida Brigadeiro Luís Antônio - de 3200 a 4098 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-001
Avenida Brigadeiro Luís Antônio 3142,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-901
Avenida Brigadeiro Luís Antônio 2367,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-900
Avenida Brigadeiro Luís Antônio 2344,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-900
Avenida Brigadeiro Luís Antônio 3185,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-903
Avenida Brigadeiro Luís Antônio 2819,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-902
Avenida Brigadeiro Luís Antônio 3333,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-904
Avenida Brigadeiro Luís Antônio 2651,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-901
Avenida Brigadeiro Luís Antônio - de 4001 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-002
Avenida Brigadeiro Luís Antônio - de 4100 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-002
Rua Caconde - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01425-011
Rua Caconde - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01425-010
Rua Caetano Ramos,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-080
Vila Calfat,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-020
Alameda Campinas - até 638 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-000
Alameda Campinas 463,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-902
Alameda Campinas 433,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-901
Alameda Campinas 150,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-900
Alameda Campinas - de 1270 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-002
Alameda Campinas - até 639 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-100
Alameda Campinas - de 640 a 1268 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-200
Alameda Campinas - de 641 a 1269 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-001
Alameda Campinas - de 1271 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-003
Rua Capitão Pinto Ferreira,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-020
Alameda Casa Branca - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01408-001
Alameda Casa Branca 327,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01408-900
Alameda Casa Branca - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01408-000
Rua Caçapava,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01408-010
Praça Cedro do Líbano,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01429-040
Rua Claudina Silva,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01435-020
Rua Colatino Marques,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04504-020
Rua Conselheiro Torres Homem,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01432-010
Rua Conselheiro Zacarias,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01429-020
Rua Convenção de Itu,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-010
Praça Cora Coralina,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-020
Rua Cravinhos,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01408-020
Rua Cândido do Nascimento,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-090
Travessa Damaso Perez Prado,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-090
Praça Doutor Clemente de Faria,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01429-050
Rua Doutor David Campista,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01429-030
Travessa Doutor Feres Secaf,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-040
Rua Doutor João Pinheiro - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01429-001
Rua Doutor João Pinheiro - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01429-000
Travessa Doutor Luiz Ribeiro de Mendonça,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-040
Rua Doutor Sampaio Ferraz,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-050
Praça Doutor Álvaro de Brito,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01435-070
Travessa Engenheiro Antônio de Souza Barros Júnior,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01424-010
Rua Espéria,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-060
Rua Feliciano Maia,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04503-070
Rua Fernandes Borges,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04504-030
Alameda Fernão Cardim,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-020
Alameda Franca - até 384 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-000
Alameda Franca 1050,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-900
Alameda Franca - de 1 a 423 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-001
Alameda Franca - de 386 a 1100 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-002
Alameda Franca - de 1102 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-004
Alameda Franca - de 425 a 1089 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-003
Alameda Franca - de 1091 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-005
Passagem Franca,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01422-010
Travessa Gabriel Balart,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01425-050
Rua General Fonseca Teles,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-020
Rua General Mena Barreto,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-010
Rua General Mena Barreto 477,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-902
Rua General Mena Barreto 427,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-901
Rua General Sampaio,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01401-010
Rua Gironda,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01435-040
Rua Guarará - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01425-001
Rua Guarará - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01425-000
Rua Haiti,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01404-010
Rua Henrique Martins - até 549/550,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",04504-000
Rua Henrique Martins - de 551/552 ao fim,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01435-010
Rua Honduras - até 1039/1040,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01428-000
Rua Honduras 1400,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01428-900
Rua Honduras - de 1041/1042 ao fim,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01428-001
Rua Iraquitã,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01432-040
Alameda Itu - até 738 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-000
Alameda Itu - até 775 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-001
Alameda Itu - de 740 a 1098 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-002
Alameda Itu - de 1100 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-004
Alameda Itu - de 777 a 1079 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-003
Alameda Itu - de 1081 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01421-005
Alameda Jaú - até 616 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-000
Alameda Jaú 1177,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-903
Alameda Jaú 1742,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-904
Alameda Jaú 88,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-901
Alameda Jaú 1767,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-906
Alameda Jaú 66,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-900
Alameda Jaú 150,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-902
Alameda Jaú - até 631 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-001
Alameda Jaú - de 618 a 1188 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-002
Alameda Jaú - de 1190 a 1528 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-004
Alameda Jaú - de 1530 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-006
Alameda Jaú - de 633 a 1209 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-003
Alameda Jaú - de 1211 a 1539 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-005
Alameda Jaú - de 1541 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01420-007
Travessa Jerônimo Peraza,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01402-050
Alameda Joaquim Eugênio de Lima - até 998 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-000
Alameda Joaquim Eugênio de Lima - até 999 - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-001
Alameda Joaquim Eugênio de Lima - de 1000 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-002
Alameda Joaquim Eugênio de Lima - de 1001 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-003
Alameda Joaquim Eugênio de Lima 56,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-900
Alameda Joaquim Eugênio de Lima 696,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-902
Alameda Joaquim Eugênio de Lima 680,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01403-901
Rua Jorge Mateus de Lima,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-070
Rua José Clemente,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01428-020
Praça José Gomes Ferreira,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01433-070
Rua José Maria Lisboa - de 758 ao fim - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-002
Rua José Maria Lisboa - de 759 ao fim - lado ímpar,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-003
Rua José Maria Lisboa - até 756 - lado par,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-000
Rua José Maria Lisboa 368,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-906
Rua José Maria Lisboa 1035,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-914
Rua José Maria Lisboa 1003,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-913
Rua José Maria Lisboa 356,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-905
Rua José Maria Lisboa 463,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-907
Rua José Maria Lisboa 514,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-909
Rua José Maria Lisboa 534,Jardim Paulista,"São Paulo, SP","Jardim Paulista, São Paulo, SP",01423-910
